,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
4765,6284,tt5501104,movie,Border,Gräns,0,2018,\N,110,"Crime,Drama,Fantasy",7.0,32507,25,Border,IN,en,imdbDisplay,\N,0,An impartial look at the porous southern border of the U.S.
4766,6285,tt5503718,tvSeries,Gypsy,Gypsy,0,2017,2017,51,"Drama,Thriller",6.8,17952,3,Gypsy,IN,en,imdbDisplay,\N,0,"Academy Award-nominee Naomi Watts stars in this Netflix-original psychological thriller as Jean, a therapist in New York with a successful practice and a life that seems picturesque. As Jean starts to develop intimate and illicit relationships with the people in her patients' lives, the borders of her professional life and personal fantasies become blurred. Jean descends into a world where reality and the forces of her desires are disastrously at odds, which impacts her life and the lives of those around her."
4767,6286,tt5504168,movie,Kshanam,Kshanam,0,2016,\N,110,"Mystery,Thriller",8.2,5811,7,Kshanam,IN,en,imdbDisplay,\N,0,"An investment banker arrives in India from San Francisco in search of a missing girl, who happens to be the daughter of his ex-girlfriend."
4768,6287,tt5511512,tvSeries,Trial & Error,Trial & Error,0,2017,2018,22,"Comedy,Crime,Mystery",7.9,6305,13,Trial & Error,IN,en,imdbDisplay,\N,0,"Josh, a bright-eyed, young New York defense lawyer, relocates to the small town of East Peck, S.C., where he and the local oddballs that make up his team of investigators take on delightfully absurd murder cases from their makeshift law office in the back of the town's taxidermy shop. As each eccentric case takes unexpected twists and turns, Josh's optimism never falters. In fact, even though life in this small town can be a little... unique (and more than a little strange), he's beginning to find the people of East Peck downright lovable -- and he just might feel like he's starting to fit in."
4769,6288,tt5511582,tvSeries,Timeless,Timeless,0,2016,2018,60,"Action,Adventure,Drama",7.6,45298,20,Timeless,IN,en,imdbDisplay,\N,0,"When a group with nefarious intentions attempts to change the world as we know it by altering the past, Lucy, a historian, Wyatt, a soldier, and Rufus, a scientist, unite to form an unlikely partnership, traveling through time to save history. Their riveting adventures take them to some of the most thrilling, volatile and critical events on record, including a venture to the Old West, a sojourn to the Alamo, a visit to the famous Chicago World's Fair and a crusade into Nazi Germany. Along the way, they cross paths with famous historical icons, such as Josephine Baker, Harry Houdini, Ernest Hemingway and infamous rivals Eliot Ness and Al Capone. But every step the team takes to protect history puts everything we know at risk -- because changing one thing changes everything."
4770,6290,tt5516154,tvMiniSeries,Godless,Godless,0,2017,2017,452,"Action,Drama,Western",8.2,72776,26,Godless,IN,en,imdbDisplay,\N,0,"Notorious criminal Frank Griffin and his gang of outlaws are on a mission -- get revenge on Roy Goode, a former protege who betrayed the brotherhood. On the run, Roy seeks refuge in isolated mining town La Belle, N.M., where he lives with Alice Fletcher, a hardened widower and outcast. When word reaches La Belle, which is governed mainly by women, that Griffin is headed there, the residents of the town band together to defend against his murderous gang."
4771,6291,tt5520732,tvSeries,Good Morning Call,Good Morning-Call: Guddo môningu kôru,0,2016,2017,48,"Comedy,Romance",7.5,3427,15,Good Morning-Call: Guddo môningu kôru,IN,en,imdbDisplay,\N,0,"A teenager has finally gotten her own apartment. The only problem is that she's sharing it with the most popular boy in school, and they have to keep it a secret."
4772,6292,tt5531466,tvSeries,DuckTales,DuckTales,0,2017,2021,21,"Action,Adventure,Animation",8.3,10993,31,DuckTales,IN,en,imdbDisplay,\N,0,"Scrooge McDuck is back in this reboot of the late-'80s animated series. He gains guardianship of grandnephews Huey, Dewey and Louie when Donald Duck reluctantly takes them to McDuck Manor, the wonder of which enthralls the mischievous triplets. While living with their trillionaire relative, the boys learn long-held family secrets and unleash symbolic artifacts from Scrooge's past. The threesome's antics send the family on a number of adventures, which include Webby Vanderquack, the granddaughter of Scrooge's housekeeper, Mrs. Beakley. The show's animation style is inspired by the classic comic designs of animator Carl Barks."
4773,6293,tt5531470,tvSeries,Frequency,Frequency,0,2016,2017,42,"Drama,Fantasy,Mystery",7.5,14117,28,Frequency,IN,en,imdbDisplay,\N,0,"Detective Raimy Sullivan has carried around pain and resentment over her father's death for 20 years, believing NYPD Officer Frank Sullivan was corrupted during an undercover sting and got himself killed. Everything changes when she hears his voice coming from his old ham radio, somehow transmitting from 1996. Raimy tells Frank about his murder, allowing him to survive the event, but the change has tragic consequences on the present, and the two detectives must find a way to rewrite the past without destroying everyone they care about."
4774,6294,tt5536400,tvSeries,Man with a Plan,Man with a Plan,0,2016,2020,30,Comedy,7.0,10875,22,Man with a Plan,IN,en,imdbDisplay,\N,0,"Adam has been operating under the assumption that his three children are little angels, but when his wife decides to rejoin the workforce after being a stay-at-home mom for 13 years, and he starts taking on more of the parenting responsibilities, he's quickly disavowed of that notion. Kate, a preteen, is a master manipulator and excited to take advantage of her father's naivete; Teddy spends too much time with his hands down his pants; and Emme frets over school. After recovering from the initial shock -- and with the advice of equally stressed parents Marie and Lowell -- Adam is confident he can lay down the law and keep the house in order."
4775,6295,tt5536610,movie,Private Life,Private Life,0,2018,\N,123,"Comedy,Drama",7.2,20918,15,Private Life,IN,en,imdbDisplay,\N,0,The fall of a factory bureaucrat means the rise of his life as a friend and family man in the Soviet Union.
4776,6297,tt5538800,movie,Don't Blame the Kid,¿Qué culpa tiene el niño?,0,2016,\N,105,"Comedy,Romance",6.6,5538,4,Don't Blame the Kid,IN,en,imdbDisplay,\N,0,"After a one-night stand with a younger man leads to pregnancy, a woman makes the tough choice to build a true relationship with the immature father-to-be."
4777,6298,tt5540054,tvSeries,The Tick,The Tick,0,2016,2019,29,"Action,Adventure,Comedy",7.4,19096,13,The Tick,IN,en,imdbDisplay,\N,0,"In a world where superheroes and villains have been real for decades, Arthur, an unassuming accountant with no superpowers, becomes embroiled in the middle of the battle between good and evil. When he realizes that his city is owned by a global supervillain who was long thought to be dead, he struggles to uncover the conspiracy. As he becomes obsessed with the conspiracy, most people think he's crazy. One person who believes Arthur is a mysterious new ally, The Tick, who is a bizarre blue superhero who may just be a figment of Arthur's imagination."
4778,6299,tt5540990,tvSeries,On the Verge,On the Verge,0,2021,2021,35,Comedy,6.5,3453,7,On the Verge,IN,en,imdbDisplay,\N,0,"Four women -- a chef, a single mother, an heiress, and a job seeker -- dig into love, work and midlife crises in pre-pandemic Los Angeles."
4779,6300,tt5541240,movie,To the Bone,To the Bone,0,2017,\N,107,Drama,6.8,52373,8,To the Bone,IN,en,imdbDisplay,\N,0,"Ellen is an unruly 20-year-old anorexic girl who spent the better part of her teenage years being shepherded through various recovery programs, only to find herself several pounds lighter every time. Determined to find a solution, her dysfunctional family agrees to send her to a group home for youths, which is led by a non-traditional doctor. Surprised by the unusual rules, Ellen must discover for herself how to confront her addiction and attempt self-acceptance."
4780,6301,tt5541338,tvSeries,Six,Six,0,2017,2018,60,"Action,Drama,History",7.2,13305,33,Six,IN,en,imdbDisplay,\N,0,"""SIX"" tells the story of members of Navy SEAL Team 6 who are given a simple mission in 2014: eliminate a Taliban leader in Afghanistan. That task becomes more complicated when they make the discovery of an American citizen who is working with the terror group as a jihadi fighter. The team joins forces with CIA officer Gina Cline to comb Eastern Europe and infiltrate terrorist hotspots -- such as Chechnya -- to track the one who organized the network. The series, which is inspired by actual events, is written by Oscar-nominated screenwriter William Broyles Jr. (""Apollo 13"") and military special operations veteran David Broyles."
4781,6302,tt5541848,movie,What the Health,What the Health,0,2017,\N,97,Documentary,7.2,29969,14,What the Health,IN,en,imdbDisplay,\N,0,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it."
4782,6305,tt5548032,movie,Oppam,Oppam,0,2016,\N,143,"Action,Crime,Thriller",7.3,4221,5,Oppam,IN,en,imdbDisplay,\N,0,A blind elevator operator has to prove his innocence after being framed for murder.
4783,6306,tt5555260,tvSeries,This Is Us,This Is Us,0,2016,2022,45,"Comedy,Drama,Romance",8.7,150424,7,This Is Us,IN,en,imdbDisplay,\N,0,"The Pearson family's generational story unfolds in this emotional drama. In moments of love, joy, triumph and heartbreak, revelations emerge from parents Jack and Rebecca's past, while triplets Kate, Randall and Kevin discover deeper meaning in their present day lives. Successful businessman and father Randall searches for information about his biological parents. Kate finds love and self-acceptance while battling obesity. Kevin pursues a more meaningful career, which brings some difficult choices."
4784,6307,tt5556656,tvMiniSeries,Kabaneri of the Iron Fortress,Kotetsujo no Kabaneri,0,2016,\N,23,"Action,Adventure,Animation",7.2,6060,9,Kotetsujo No Kabaneri,IN,en,imdbDisplay,\N,0,"During the Industrial Revolution, mankind is threatened by the sudden emergence of undead monsters called Kabane, who can only be killed by piercing their heart through an iron plate."
4785,6308,tt5556784,movie,Kodi,Kodi,0,2016,\N,145,"Action,Drama,Thriller",6.7,3015,2,Kodi,IN,en,imdbDisplay,\N,0,Identical twins pursue vastly different paths in life.
4786,6310,tt5562056,tvSeries,Easy,Easy,0,2016,2019,30,Comedy,6.9,14643,29,Easy,IN,en,imdbDisplay,\N,0,"From director and creator Joe Swanberg, this Netflix-original comedy anthology series explores diverse Chicago characters, modern romance technology and culture. Scenarios include a married couple hoping to reignite their sex life, a couple looking to spice things up with another woman, and middle-aged dating. The series features an impressive array of stars, including Jake Johnson of ""New Girl,"" comic Hannibal Buress, actor Orlando Bloom, actress/model Emily Ratajkowski and actor Dave Franco."
4787,6311,tt5562070,movie,Wish Dragon,Wish Dragon,0,2021,\N,98,"Adventure,Animation,Comedy",7.2,30206,52,Wish Dragon,IN,en,imdbDisplay,\N,0,"In Sony Pictures Animation's Wish Dragon, Din, a working-class college student with big dreams but small means, and Long, a cynical but all-powerful dragon capable of granting wishes, set off on a hilarious adventure through modern day Shanghai in pursuit of Din's long-lost childhood friend, Lina. Their journey forces them to answer some of life's biggest questions -- because when you can wish for anything, you have to decide what really matters."
4788,6312,tt5563334,movie,The Good Liar,The Good Liar,0,2019,\N,109,"Crime,Drama,Mystery",6.7,44823,37,The Good Liar,IN,en,imdbDisplay,\N,0,"Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her life and home to him, Roy is surprised to find himself caring about her, turning what should be a cut-and-dry swindle into the most treacherous tightrope walk of his life."
4789,6313,tt5565334,tvSeries,Friends from College,Friends from College,0,2017,2019,30,"Comedy,Drama",6.9,22234,31,Friends from College,IN,en,imdbDisplay,\N,0,"Years after becoming friends at Harvard, Ethan, Lisa, Sam, Nick, Max and Marianne are heading into a new era -- their 40s. This series, created and executive produced by Nicholas Stoller, delves into interwoven and complicated relationships, including former romantic entanglements and comedic explorations of old bonds. As everyone tries to manage their lives as adults, they also experience nostalgia."
4790,6314,tt5569404,tvSeries,Woman of the Dead,Totenfrau,0,2022,\N,45,"Crime,Drama,Mystery",6.8,5075,19,Woman of the Dead,IN,en,imdbDisplay,\N,0,"In a vengeful quest to find out who killed her husband, a woman ends up exposing her small community's deepest and ugliest secrets."
4791,6315,tt5571734,movie,Pink,Pink,0,2016,\N,136,"Crime,Drama,Thriller",8.1,46582,12,Pink,IN,en,imdbDisplay,\N,0,A tormented artist has just three days left under house arrest when a friend stashes a backpack full of stolen drugs in his home.
4792,6317,tt5574490,tvSeries,Animal Kingdom,Animal Kingdom,0,2016,2022,60,"Crime,Drama",8.2,41233,34,Animal Kingdom,IN,en,imdbDisplay,\N,0,"After a heroin overdose kills his mom, Joshua ""J"" Cody moves to Southern California to live with his freewheeling relatives. The family's matriarch is J's estranged grandmother, Janine ""Smurf"" Cody, from whom he's been shielded for years. J soon finds out the reason for the isolation -- Smurf and ""her boys"" make their livings through carefully planned armed robberies and other criminal activities. Prominent perpetrators include Smurf's three sons: mentally disturbed ex-con Pope, hyperactive drug user Craig, and suspicious Deran. In order to stay alive, J must prove loyal to his beguiling grandmother, who rules with a borderline-incestuous love."
4793,6318,tt5580036,movie,"I, Tonya","I, Tonya",0,2017,\N,119,"Biography,Comedy,Drama",7.5,228528,1,"I, Tonya",IN,en,imdbDisplay,\N,0,"In 1991, talented figure skater Tonya Harding becomes the first American woman to complete a triple axel during a competition. In 1994, her world comes crashing down when her ex-husband conspires to injure Nancy Kerrigan, a fellow Olympic hopeful, in a poorly conceived attack that forces the young woman to withdraw from the national championship. Harding's life and legacy instantly become tarnished as she's forever associated with one of the most infamous scandals in sports history."
4794,6319,tt5580146,tvMiniSeries,Maniac,Maniac,0,2018,2018,386,"Comedy,Drama,Sci-Fi",7.7,82396,33,Maniac,IN,en,imdbDisplay,\N,0,"Annie Landsberg and Owen Milgrim are two strangers who are drawn to the late stages of a mysterious pharmaceutical trial. Each has a different reason for participating in the experiment -- she is disaffected and aimless, fixated on broken relationships with her mother and sister, while he has struggled throughout his life with a disputed diagnosis of schizophrenia. The radical treatment, using pills that the inventor claims can repair anything about the mind, draws Annie, Owen and 10 other subjects into a three-day drug trial that they're told will permanently solve all of their problems, with no complications or side effects. Unfortunately, things don't go as planned."
4795,6320,tt5580266,movie,The Hate U Give,The Hate U Give,0,2018,\N,133,"Crime,Drama",7.5,38316,15,The Hate U Give,IN,en,imdbDisplay,\N,0,"Starr Carter is constantly switching between two worlds -- the poor, mostly black neighborhood where she lives and the wealthy, mostly white prep school that she attends. The uneasy balance between these worlds is soon shattered when she witnesses the fatal shooting of her childhood best friend at the hands of a police officer. Facing pressure from all sides of the community, Starr must find her voice and decide to stand up for what's right."
4796,6321,tt5580540,tvSeries,Santa Clarita Diet,Santa Clarita Diet,0,2017,2019,30,"Comedy,Horror",7.8,72212,2,Santa Clarita Diet,IN,en,imdbDisplay,\N,0,"Drew Barrymore and Timothy Olyphant star in this Netflix-original series as married realtors, Sheila and Joel, who are living a quiet life, raising their teenage daughter in Santa Clarita, Calif. Their world unexpectedly changes when Sheila goes through a dramatic transformation that sends her down a road of death and destruction -- but leaves her looking and feeling better than ever. Barrymore and Olyphant also serve as executive producers, alongside showrunner and creator Victor Fresco (""Better Off Ted"")."
4797,6322,tt5580664,tvSeries,Voltron: Legendary Defender,Voltron: Legendary Defender,0,2016,2018,23,"Action,Adventure,Animation",8.1,9326,11,Voltron: Legendary Defender,IN,en,imdbDisplay,\N,0,Teenagers transported from Earth become pilots for robotic lions during an intergalactic war.
4798,6323,tt5583512,tvSeries,Cardinal,Cardinal,0,2017,2020,42,"Crime,Drama,Mystery",7.8,10844,9,Cardinal,IN,en,imdbDisplay,\N,0,"""Cardinal"" is based on the novels of crime writer Giles Blunt and focuses on detective John Cardinal and his partner, Lise Delorme. The two detectives investigate crime in the city of Algonquin Bay, such ones can include the murder of a young girl. Cardinal works to right past wrongs that could threaten his investigations and his career. The clock is always ticking and Cardinal has to race against the sands of time to save the killers next victims."
4799,6324,tt5592146,tvSeries,Speechless,Speechless,0,2016,2019,30,Comedy,7.5,8251,13,Speechless,IN,en,imdbDisplay,\N,0,"Maya DiMeo, a wife and mother, is fiercely protective of her husband, Jimmy, and their three children, Ray, Dylan, and J.J. -- who has a condition that leaves him with unique mobility and communication challenges. While Maya's mama bear instinct may be one of her most admirable qualities, it's not without its drawbacks and sometimes the injustices she sets out to make right end up being all in her head. Together, the family members work to make a new home for themselves and find the right person to come in and give J.J. a voice of his own."
4800,6325,tt5592230,tvSeries,The Blacklist: Redemption,The Blacklist: Redemption,0,2017,2017,43,"Action,Crime,Drama",7.0,6915,11,The Blacklist: Redemption,IN,en,imdbDisplay,\N,0,"Undercover operative Tom Keen sets off on a new path after a mysterious meeting with the father he never knew leads him to join Grey Matters, a covert international security organization run by his biological mother, the beautiful and calculating Scottie Hargrave. Tom forms a fragile alliance with her group of skilled mercenaries, and together, they put their unique skills to work solving the most dangerous problems the government won't touch. But for Tom, this chance for redemption is about more than just making the world safer, as he also embarks on a clandestine mission to uncover the truth of his own murky past."
4801,6326,tt5598102,movie,Faces Places,Visages villages,0,2017,\N,94,Documentary,7.8,13094,19,Faces Places,IN,en,imdbDisplay,\N,0,Director Agnès Varda and photographer and muralist JR journey through rural France and form an unlikely friendship.
4802,6327,tt5598192,tvSeries,Before We Die,Innan vi dör,0,2017,2019,60,"Drama,Mystery,Thriller",7.7,4618,21,Innan vi dör,IN,en,imdbDisplay,\N,0,"When her married lover and fellow police officer Sean Hardacre goes missing, DI Hannah Laing launches a manhunt."
4803,6330,tt5606538,movie,Confidential Assignment,Gongjo,0,2017,\N,124,"Action,Comedy,Drama",6.6,4051,6,Confidential Assignment,IN,en,imdbDisplay,\N,0,A North Korean detective (Hyun-bin) works with his South Korean counterpart (Yoo Hae-jin) to take down a crime boss (Kim Joo-hyuk).
4804,6331,tt5606664,movie,Doctor Sleep,Doctor Sleep,0,2019,\N,152,"Drama,Fantasy,Horror",7.3,203182,18,Doctor Sleep,IN,en,imdbDisplay,\N,0,"Struggling with alcoholism, Dan Torrance remains traumatized by the sinister events that occurred at the Overlook Hotel when he was a child. His hope for a peaceful existence soon becomes shattered when he meets Abra, a teen who shares his extrasensory gift of the ""shine."" Together, they form an unlikely alliance to battle the True Knot, a cult whose members try to feed off the shine of innocents to become immortal."
4805,6333,tt5607714,movie,On Body and Soul,Teströl és lélekröl,0,2017,\N,116,"Drama,Fantasy,Mystery",7.5,28860,3,Teströl És Lélekröl,IN,en,imdbDisplay,\N,0,"When a man and woman who meet at work begin to know each other, they discover that they have the same dreams at night, and they decide to make them come true."
4806,6334,tt5607976,tvSeries,His Dark Materials,His Dark Materials,0,2019,2022,60,"Adventure,Drama,Family",7.8,80224,26,His Dark Materials,IN,en,imdbDisplay,\N,0,"During her search for a kidnapped friend, a seemingly ordinary but brave young woman from another world uncovers a sinister plot involving stolen children and a mysterious phenomenon called Dust."
4807,6335,tt5610554,movie,Tully,Tully,0,2018,\N,95,"Comedy,Drama,Mystery",6.9,61348,12,Tully,IN,en,imdbDisplay,\N,0,A womanizer (Anson Mount) falls for the best friend (Julianne Nicholson) of his shy brother (Glenn Fitzgerald) after she returns home to intern at a veterinary practice.
4808,6336,tt5611648,movie,Joker,Joker,0,2016,\N,130,"Comedy,Drama",8.3,3627,6,Joker,IN,en,imdbDisplay,\N,0,A drama directed by Yuri Kuzmenko featuring Valeriy Storozhik and Vyacheslav Molokov.
4809,6337,tt5612866,tvSeries,Take Two,Take Two,0,2018,2018,43,"Comedy,Crime,Drama",7.1,5880,4,Take Two,IN,en,imdbDisplay,\N,0,"After Sam Swift, the former star of a hit cop series, has an epic breakdown that is broadcast to the public and sends her to rehab, she finds herself stalled professionally. Desperate to restart her career, she talks her way into shadowing lone-wolf private investigator Eddie Valetik as research for a potential comeback role. Though Eddie resents what he views as a baby-sitting gig, high-spirited Sam uses the skills she learned as an actor playing a cop and proves herself to be surprisingly valuable."
4810,6338,tt5613484,movie,Mid90s,Mid90s,0,2018,\N,85,"Comedy,Drama",7.3,72091,36,Mid90s,IN,en,imdbDisplay,\N,0,"In 1990s Los Angeles, a 13-year-old spends his summer navigating between a troubled home life and a crew of new friends he meets at a skate shop."
4811,6340,tt5615700,tvSeries,Siren,Siren,0,2018,2020,60,"Drama,Fantasy",7.0,14931,5,Siren,IN,en,imdbDisplay,\N,0,"Legend has it that Bristol Cove was once home to mermaids. Now, this coastal town has a mysterious new visitor in a girl named Ryn, who may just prove that all of the stories are true. Ryn catches the eye of local marine biologist Ben, and when he begins to show interest, fellow marine biologist Maddie becomes suspicious. Others in town, like deep sea fisherman Xander, are on a quest to discover the truth that is out there, and Helen, the town eccentric, knows more about the mysterious creatures than she lets on. The battle between man and sea takes a dangerous route as these predators seek to claim their birthright."
4812,6341,tt5618256,tvSeries,Manhunt,Manhunt,0,2017,2020,60,"Biography,Crime,Drama",8.1,61855,32,Manhunt,IN,en,imdbDisplay,\N,0,Lives of some notorious criminals.
4813,6342,tt5619658,tvSeries,Flowers,Flowers,0,2016,2018,30,"Comedy,Drama",8.1,6232,12,Flowers,IN,en,imdbDisplay,\N,0,"This dark, imaginative comedy follows the eccentric and dysfunctional members of the Flowers family. Maurice, author of a children's book series, and his wife, Deborah, a music teacher, have a troubled relationship. Maurice struggles with inner demons and dark secrets, while Deborah becomes increasingly suspicious that Maurice is in a secret relationship with Shun, the man who illustrates Maurice's books. The couple are parents to 25-year-old maladjusted twins, who are both competing for the attention of a neighbor."
4814,6343,tt5620076,tvSeries,Chance,Chance,0,2016,2017,60,"Drama,Mystery,Thriller",7.6,10553,7,Chance,IN,en,imdbDisplay,\N,0,"Based on Kem Nunn's acclaimed novel, this provocative thriller follows Dr. Eldon Chance (""House"" star Hugh Laurie), a San Francisco-based forensic neuropsychiatrist who has some skeletons in his closet. After being drawn into the crosshairs of an alluring patient who may or may not be struggling with a multiple personality disorder, Chance falls deep into the city's shadowy underbelly of police corruption, sexual obsession, fractured identities and violence. All the while, he's navigating a contentious divorce and dealing with the troubles that have come upon his teenage daughter."
4815,6344,tt5626028,tvSeries,My Hero Academia,Boku no hîrô akademia,0,2016,\N,24,"Action,Adventure,Animation",8.3,70573,38,Boku no hîrô akademia,IN,en,imdbDisplay,\N,0,"In a world where those with powers are known as ""Quirks,"" Izuku Midoriya has aspirations to one day become a hero but there's a catch -- he isn't a Quirk. After a tragic accident involving his friend Katuski Bakugo; Midoriya is the only one to have stepped forward to help protect Bakugo from a villain, because of his acts, he is given a gift by the world's greatest hero, All Might. Now, Midoriya attends U.A. School--a school that cultivates the next generation of superheroes."
4816,6345,tt5628302,movie,Beast,Beast,0,2017,\N,107,"Crime,Drama,Mystery",6.8,14725,10,Beast,IN,en,imdbDisplay,\N,0,"In a small island community, a troubled young woman falls for a mysterious outsider who empowers her to escape her oppressive family. When he comes under suspicion for a series of murders, she defends him at all costs."
4817,6346,tt5635086,movie,God's Own Country,God's Own Country,0,2017,\N,104,Drama,7.6,33328,1,God's Own Country,IN,en,imdbDisplay,\N,0,"A disparate group of people comes together, linked by cold hard cash and a quest for justice."
4818,6347,tt5638056,tvSeries,The Mick,The Mick,0,2017,2018,30,Comedy,7.8,18156,33,The Mick,IN,en,imdbDisplay,\N,0,"Mickey, who is intelligent but lacking ambition, is always hustling and looking for the next easy payday. It seems like her ship has finally come in when she goes to Greenwich, Conn., to visit her estranged sister and billionaire brother-in-law in search of a handout, and they flee the country to avoid federal fraud charges, leaving her with everything. But nothing in life is free, and ""everything"" includes guardianship of her sister's three ill-mannered children -- teenage Sabrina, future Republican and middle child Chip, and the fragile youngest, Ben. Though motherhood was never in her plans, Mickey discovers a little responsibility never hurt anybody."
4819,6348,tt5639354,movie,A Fantastic Woman,Una Mujer Fantástica,0,2017,\N,104,Drama,7.2,26602,2,A Fantastic Woman,IN,en,imdbDisplay,\N,0,A transgender singer faces scorn and discrimination after the sudden death of her older boyfriend.
4820,6349,tt5640558,tvSeries,Claws,Claws,0,2017,2022,45,"Comedy,Crime,Drama",7.4,6797,21,Claws,IN,en,imdbDisplay,\N,0,"At the Nail Artisan of Manatee County salon in Central Florida, five diverse, hardworking manicurists try to make ends meet in a staid economy while managing perilous personal lives awash in drama. Amidst all the silk wraps, pedicures and polish treatments, salon owner Desna, who lives with and cares for her mentally ill twin brother, leads a staff that includes best friend Jennifer, now sober and raising two kids from a previous relationship; enigmatic Ann, who provides security for the salon; mild-mannered preppy and ex-convict Polly; and Virginia, who becomes easily bored and impatient with her job. Also hanging around the salon are shady redneck Roller; ambulance coach Bryce, Jennifer's husband who is also newly sober; and Uncle Daddy, a dangerous, deeply Catholic and actively bisexual crime boss."
4821,6350,tt5645432,tvSeries,The Old Man,The Old Man,0,2022,\N,61,"Action,Drama,Thriller",7.6,43556,38,The Old Man,IN,en,imdbDisplay,\N,0,"Dan Chase absconded from the CIA and lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past. The FBI's Harold Harper is called on to hunt him down because of his complicated past with the rogue fugitive. When Chase proves to be more difficult to apprehend than the authorities expected, a highly trained special ops contractor is sent to pursue him as well. While on the run, Chase rents a room from Zoe McDonald, who draws on reserves she never knew she had to survive the day when she learns the truth about her new tenant."
4822,6352,tt5648202,tvSeries,Corporate,Corporate,0,2018,2020,30,Comedy,7.7,3812,13,Corporate,IN,en,imdbDisplay,\N,0,"It's another day at heartless, multinational corporate hellhole Hampton DeVille, where junior executives-in-training Matt and Jake are at the beck and call of tyrannical CEO Christian DeVille and his top deputies, brown-nosers John and Kate. Working their way through an ever-revolving series of disasters seems to be Matt and Jake's specialty, and their only ally is human resources rep Grace, who is strung out by Hampton's toxic culture. The dark, edgy comedy is the brainchild of writers/executive producers Matt Ingebretson and Jake Weisman, who star as their namesake characters."
4823,6353,tt5649108,movie,Thoroughbreds,Thoroughbreds,0,2017,\N,92,"Comedy,Crime,Drama",6.6,44973,31,Thoroughbreds,IN,en,imdbDisplay,\N,0,"When a cavalry officer retrains his horse to win a steeplechase, he finds love in unlikely places."
4824,6354,tt5649144,movie,The Florida Project,The Florida Project,0,2017,\N,111,Drama,7.6,120802,45,The Florida Project,IN,en,imdbDisplay,\N,0,"Set in the shadow of the most magical place on Earth, 6-year-old Moonee and her two best friends forge their own adventures, while Moonee's struggling mom and a kindhearted motel manager protect the kids from the harsh reality that surrounds them."
4825,6355,tt5650650,tvSeries,Jamestown,Jamestown,0,2017,2019,60,"Drama,History",6.9,5364,15,Jamestown,IN,en,imdbDisplay,\N,0,"Set in 17th-century Virginia, this drama series follows the lives of the first settlers in the English colony of Jamestown. Alice, Verity and Jocelyn arrive ready to marry three men in the colony who have paid for the women's transition to the New World. But upon their arrival, they quickly recognize the power struggles within the nascent community, which reach all the way up to the new governor and his staff. The women soon realize that they will need to rely on each other if they hope to survive the various challenges their new home presents to them."
4826,6356,tt5651844,tvSeries,Travelers,Travelers,0,2016,2018,45,"Drama,Mystery,Sci-Fi",8.0,60249,43,Travelers,IN,en,imdbDisplay,\N,0,"Hundreds of years in the future, the last surviving humans discover a way of sending consciousness back through time, directly into people in the 21st century -- ""travelers,"" who assume the lives of seemingly random people. They're also secretly working as teams to perform missions in order to save humanity from a terrible future. Armed only with their knowledge of history and an archive of social media profiles, the travelers -- who include an FBI agent, a single mother and a college student -- discover that 21st-century relationships are as much of a challenge as their high-stakes missions."
4827,6357,tt5653294,movie,Flight Crew,Ekipazh,0,2016,\N,138,"Action,Adventure,Drama",6.6,5754,9,The Crew 3D,IN,en,\N,\N,0,"The crew of a Russian airliner receives a distress signal from a volcanic island and attempts a rescue mission, with disastrous results."
4828,6358,tt5657028,movie,Alibi.com,Alibi.com,0,2016,\N,89,"Comedy,Romance",6.5,9150,22,Alibi.com,IN,en,imdbDisplay,\N,0,"A man founds a company that creates any type of alibi for its clients, and it becomes a success. When he meets Flo, who hates men who lie, he decides to hide the true nature of his work."
4829,6359,tt5657856,movie,Brawl in Cell Block 99,Brawl in Cell Block 99,0,2017,\N,132,"Action,Crime,Drama",7.1,71122,30,Brawl in Cell Block 99,IN,en,imdbDisplay,\N,0,"A former boxer loses his job as an auto mechanic, and his troubled marriage is about to expire. At this crossroads in his life, he feels that he has no better option than to work as a drug courier. He soon finds himself in a gunfight between police officers and his own ruthless allies. When the smoke clears, Bradley is badly hurt and thrown in prison, where his enemies force him to commit acts of violence that turn the place into a savage battleground."
